0
2
3
9
12
14
23
28
30
34
46
53
59
63
65
66
68
72
73
79
83
108
109
117
118
119
122
123
128
129
137
142
143
144
150
151
152
153
156
167
168
170
172
175
176
178
182
192
195
202
205
213
215
216
217
218
235
236
242
243
245
246
252
254
264
269
8
15
26
27
29
32
35
42
76
81
100
111
115
134
146
173
177
181
187
190
197
204
214
220
223
267
5
6
17
39
48
52
71
84
89
126
133
147
163
164
166
200
221
238
247
262
268
1
16
22
24
31
40
41
64
69
85
90
91
98
101
125
136
141
145
161
169
179
196
201
203
227
234
237
239
260
10
21
74
80
99
102
106
127
132
148
149
154
159
198
211
212
233
256
258
265
13
43
47
54
57
58
67
86
96
114
124
130
138
157
162
180
193
194
199
206
226
230
4
7
45
50
51
56
60
61
77
97
110
120
121
131
155
160
183
184
222
231
249
253
255
257
266
18
33
38
44
70
75
78
82
87
92
107
113
174
186
209
219
250
25
62
93
135
165
171
224
232
240
263
11
19
49
55
88
188
189
191
208
228
229
251
270
20
36
37
94
95
103
104
105
112
140
158
185
207
210
225
241
244
248
261
